method,pair,src_label,src_text,nbr_label,nbr_text,similarity
sbert,PartnershipPatient → salutation || PartnershipProvider → salutation,PartnershipProvider → salutation,Hi there,PartnershipPatient → salutation,Hi,0.7954
lsa,PartnershipPatient → statePreferences || Socioemotional/Empathy → AcknowledgeError,Socioemotional/Empathy → AcknowledgeError,Sorry but i stated an incorrect date of MM/DD/YYYY as the start of my TRT when in fact in was MM/DD/YYYY,PartnershipPatient → statePreferences,MM/DD/YYYY after 230pm,0.667
lsa,InfoGive → Diagnostics || Socioemotional/Empathy → AcknowledgeError,Socioemotional/Empathy → AcknowledgeError,Sorry but i stated an incorrect date of MM/DD/YYYY as the start of my TRT when in fact in was MM/DD/YYYY,InfoGive → Diagnostics,I had my MM/DD/YYYY bloodwork done MM/DD/YYYY,0.6526
lsa,PartnershipPatient → connection || Socioemotional/Empathy → AcknowledgeError,Socioemotional/Empathy → AcknowledgeError,Sorry but i stated an incorrect date of MM/DD/YYYY as the start of my TRT when in fact in was MM/DD/YYYY,PartnershipPatient → connection,Lots of words for a MM/DD/YYYY morning,0.6473
lsa,InfoSeek → SchedulingAppt || Socioemotional/Empathy → AcknowledgeError,Socioemotional/Empathy → AcknowledgeError,Sorry but i stated an incorrect date of MM/DD/YYYY as the start of my TRT when in fact in was MM/DD/YYYY,InfoSeek → SchedulingAppt,Can i change my MM/DD/YYYY appointment to the MM/DD/YYYY,0.6414
lsa,InfoGive → Drugs || Socioemotional/Empathy → AcknowledgeError,Socioemotional/Empathy → AcknowledgeError,Sorry but i stated an incorrect date of MM/DD/YYYY as the start of my TRT when in fact in was MM/DD/YYYY,InfoGive → Drugs,"Trying to keep Oxy steady at MM/DD/YYYY, but MM/DD/YYYY had to go MM/DD/YYYY",0.6368
lsa,InfoGiveSDOH → EconomicStability || Socioemotional/Empathy → AcknowledgeError,Socioemotional/Empathy → AcknowledgeError,Sorry but i stated an incorrect date of MM/DD/YYYY as the start of my TRT when in fact in was MM/DD/YYYY,InfoGiveSDOH → EconomicStability,I put you off work from MM/DD/YYYY to MM/DD/YYYY,0.6124
lsa,InfoGive → Diagnostics || Socioemotional/Empathy → AcknowledgeError,Socioemotional/Empathy → AcknowledgeError,Sorry but i stated an incorrect date of MM/DD/YYYY as the start of my TRT when in fact in was MM/DD/YYYY,InfoGive → Diagnostics,I had my mammogram in MM/DD/YYYY,0.6108
lsa,InfoSeek → SchedulingAppt || Socioemotional/Empathy → AcknowledgeError,Socioemotional/Empathy → AcknowledgeError,Sorry but i stated an incorrect date of MM/DD/YYYY as the start of my TRT when in fact in was MM/DD/YYYY,InfoSeek → SchedulingAppt,Can I change this to MM/DD/YYYY or MM/DD/YYYY ?,0.6069
lsa,InfoGive → Diagnostics || PartnershipProvider → maintainCommunication,InfoGive → Diagnostics,"We will be testing for PSA, Testosterone and a CBC Panel",PartnershipProvider → maintainCommunication,we will be in touch,0.7081
lsa,PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → signoff,See you in MM/DD/YYYY TLB,PartnershipPatient → connection,See you soon in MM/DD/YYYY,0.9763
lsa,PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → signoff,See you in MM/DD/YYYY TLB,PartnershipPatient → connection,See you MM/DD/YYYY,0.9201
lsa,PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → signoff,See you in MM/DD/YYYY TLB,PartnershipPatient → connection,See you MM/DD/YYYY,0.9201
lsa,PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → signoff,See you in MM/DD/YYYY TLB,PartnershipPatient → connection,See you in July!,0.7489
lsa,InfoGive → SchedulingAppt || PartnershipPatient → signoff,PartnershipPatient → signoff,See you in MM/DD/YYYY TLB,InfoGive → SchedulingAppt,I will see you the next day on MM/DD/YYYY,0.6594
lsa,PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → signoff,See you in MM/DD/YYYY TLB,PartnershipPatient → connection,See you soon!,0.6556
lsa,InfoGive → Generalinformation || PartnershipPatient → signoff,PartnershipPatient → signoff,See you in MM/DD/YYYY TLB,InfoGive → Generalinformation,rec'd a notice MM/DD/YYYY,0.641
lsa,InfoGive → Diagnostics || PartnershipPatient → signoff,PartnershipPatient → signoff,See you in MM/DD/YYYY TLB,InfoGive → Diagnostics,I had my mammogram in MM/DD/YYYY,0.6381
lsa,InfoGive → Drugs || InfoSeek → Drugs,InfoSeek → Drugs,"Also, are you taking calcium 1000  mg daily and 400 IU of vitamin D daily?",InfoGive → Drugs,Vitamin dosage daily  Calcium 1000  Mag 400  D-2500  Zinc 25,0.9204
lsa,InfoGive → Drugs || InfoSeek → Drugs,InfoSeek → Drugs,"Also, are you taking calcium 1000  mg daily and 400 IU of vitamin D daily?",InfoGive → Drugs,I taking calcium tablets which contain 200  Mg of vitamin D per tablet,0.8884
lsa,InfoSeek → Drugs || SharedDecisionProvider → Approval/Reinforcement,InfoSeek → Drugs,"Also, are you taking calcium 1000  mg daily and 400 IU of vitamin D daily?",SharedDecisionProvider → Approval/Reinforcement,"Yes, please start taking calcium 1000 mg daily as well as 400 IU of vitamin D daily",0.8553
lsa,InfoGive → Drugs || InfoSeek → Drugs,InfoSeek → Drugs,"Also, are you taking calcium 1000  mg daily and 400 IU of vitamin D daily?",InfoGive → Drugs,"I have Calcium , 500 mg with400IU of Vitamin D if I take two ( to get 1000 mg of Calcium then I would be taking 800 IU of Vitamin D",0.8308
lsa,InfoGive → SchedulingAppt || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Should I be?,InfoGive → SchedulingAppt,I believe it should be 9am,0.9092
lsa,PartnershipProvider → maintainCommunication || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Should I be?,PartnershipProvider → maintainCommunication,She should be in touch soon,0.7622
lsa,PartnershipProvider → Alignment || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Should I be?,PartnershipProvider → Alignment,You should be all set,0.6863
lsa,PartnershipProvider → connection || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Should I be?,PartnershipProvider → connection,You  should be all set.,0.6863
lsa,InfoGive → SchedulingAppt || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Should I be?,InfoGive → SchedulingAppt,You should be hearing from the secretary with an  appointment,0.6253
lsa,PartnershipProvider → maintainCommunication || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Should I be?,PartnershipProvider → maintainCommunication,They should be reaching out to you,0.6203
lsa,PartnershipProvider → maintainCommunication || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Should I be?,PartnershipProvider → maintainCommunication,You should be hearing from the secretary when it is rescheduled,0.6198
lsa,SharedDecisionPatient → SeekingApproval || Socioemotional/Empathy → Reassurance,SharedDecisionPatient → SeekingApproval,Should I be?,Socioemotional/Empathy → Reassurance,"It should be safe, hospital is taking every precaution to keep the environment safe,",0.603
lsa,InfoGive → Drugs || SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → Approval/Reinforcement,"Yes, please start taking calcium 1000 mg daily as well as 400 IU of vitamin D daily",InfoGive → Drugs,Vitamin dosage daily  Calcium 1000  Mag 400  D-2500  Zinc 25,0.8599
lsa,InfoSeek → Drugs || SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → Approval/Reinforcement,"Yes, please start taking calcium 1000 mg daily as well as 400 IU of vitamin D daily",InfoSeek → Drugs,"Also, are you taking calcium 1000  mg daily and 400 IU of vitamin D daily?",0.8553
lsa,InfoGive → Drugs || SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → Approval/Reinforcement,"Yes, please start taking calcium 1000 mg daily as well as 400 IU of vitamin D daily",InfoGive → Drugs,I taking calcium tablets which contain 200  Mg of vitamin D per tablet,0.8326
lsa,InfoGive → Drugs || SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → Approval/Reinforcement,"Yes, please start taking calcium 1000 mg daily as well as 400 IU of vitamin D daily",InfoGive → Drugs,"I have Calcium , 500 mg with400IU of Vitamin D if I take two ( to get 1000 mg of Calcium then I would be taking 800 IU of Vitamin D",0.7753
lsa,InfoGive → carecoordination || InfoGiveSDOH → HealthCareAccessAndQuality,InfoGiveSDOH → HealthCareAccessAndQuality,we will work on the appeal,InfoGive → carecoordination,I will let Dr. Person2 know and we will work on scheduling you for the Zometa,0.6332
lsa,PartnershipProvider → Alignment || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Is that okay?,PartnershipProvider → Alignment,Okay,0.7937
lsa,PartnershipProvider → Alignment || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Is that okay?,PartnershipProvider → Alignment,Okay,0.7937
lsa,PartnershipPatient → salutation || SharedDecisionPatient → SeekingApproval,SharedDecisionPatient → SeekingApproval,Is that okay?,PartnershipPatient → salutation,Okay,0.7937
lsa,InfoGive → Drugs || InfoSeek → Drugs,InfoGive → Drugs,"I have Calcium , 500 mg with400IU of Vitamin D if I take two ( to get 1000 mg of Calcium then I would be taking 800 IU of Vitamin D",InfoSeek → Drugs,"Also, are you taking calcium 1000  mg daily and 400 IU of vitamin D daily?",0.8308
lsa,InfoGive → Drugs || SharedDecisionProvider → Approval/Reinforcement,InfoGive → Drugs,"I have Calcium , 500 mg with400IU of Vitamin D if I take two ( to get 1000 mg of Calcium then I would be taking 800 IU of Vitamin D",SharedDecisionProvider → Approval/Reinforcement,"Yes, please start taking calcium 1000 mg daily as well as 400 IU of vitamin D daily",0.7753
lsa,InfoGive → Symptoms || SharedDecisionProvider → Approval/Reinforcement,SharedDecisionProvider → Approval/Reinforcement,That is fine to take,InfoGive → Symptoms,I feel fine,0.6421
lsa,InfoGive → Drugs || InfoGive → SchedulingAppt,InfoGive → Drugs,I have added it to your medication list.,InfoGive → SchedulingAppt,Tmrw according to your instructions,0.7452
lsa,InfoGiveSDOH → HealthCareAccessAndQuality || PartnershipPatient → Appreciation/Gratitude,PartnershipPatient → Appreciation/Gratitude,Thank you for the quick response,InfoGiveSDOH → HealthCareAccessAndQuality,disapproval for the testing,0.6163
lsa,InfoGive → carecoordination || PartnershipPatient → Alignment,InfoGive → carecoordination,Dr Person1 indicated that it should be  no problem,PartnershipPatient → Alignment,No problem,0.6813
lsa,InfoGive → carecoordination || PartnershipProvider → connection,InfoGive → carecoordination,Dr Person1 indicated that it should be  no problem,PartnershipProvider → connection,No problem,0.6813
lsa,InfoGive → carecoordination || PartnershipPatient → activeParticipation/involvement,InfoGive → carecoordination,Dr Person1 indicated that it should be  no problem,PartnershipPatient → activeParticipation/involvement,I will no problem,0.6453
lsa,InfoGive → Diagnostics || PartnershipPatient → activeParticipation/involvement,InfoGive → Diagnostics,I see my PSA continues to drop,PartnershipPatient → activeParticipation/involvement,I just saw my PSA score from yesterday,0.6611
lsa,InfoGive → Diagnostics || InfoGive → carecoordination,InfoGive → Diagnostics,I see my PSA continues to drop,InfoGive → carecoordination,"My primary, Dr. Person1, just confirmed that my PSA has dropped",0.6094
lsa,InfoGive → carecoordination || InfoSeek → Drugs,InfoSeek → Drugs,Will I get chemo on MM/DD/YYYY?,InfoGive → carecoordination,a ENT consultation on MM/DD/YYYY,0.8398
lsa,InfoGive → Diagnostics || InfoSeek → Drugs,InfoSeek → Drugs,Will I get chemo on MM/DD/YYYY?,InfoGive → Diagnostics,On MM/DD/YYYY I completed 39 radiation sessions,0.7817
lsa,InfoGive → Drugs || InfoSeek → Drugs,InfoSeek → Drugs,Will I get chemo on MM/DD/YYYY?,InfoGive → Drugs,I started the verzenio on MM/DD/YYYY,0.7563
lsa,InfoGive → Generalinformation || InfoSeek → Drugs,InfoSeek → Drugs,Will I get chemo on MM/DD/YYYY?,InfoGive → Generalinformation,Im preparing for surgery on MM/DD/YYYY,0.739
lsa,InfoGive → SchedulingAppt || InfoSeek → Drugs,InfoSeek → Drugs,Will I get chemo on MM/DD/YYYY?,InfoGive → SchedulingAppt,I will be finishing my week off on MM/DD/YYYY ( MM/DD/YYYY my labs are scheduled,0.7181
lsa,InfoGive → Diagnostics || InfoSeek → Drugs,InfoSeek → Drugs,Will I get chemo on MM/DD/YYYY?,InfoGive → Diagnostics,then repeat all same tests on MM/DD/YYYY,0.7002
lsa,InfoGive → Generalinformation || InfoSeek → Drugs,InfoSeek → Drugs,Will I get chemo on MM/DD/YYYY?,InfoGive → Generalinformation,rec'd a notice MM/DD/YYYY,0.6965
lsa,InfoSeek → Drugs || PartnershipPatient → statePreferences,InfoSeek → Drugs,Will I get chemo on MM/DD/YYYY?,PartnershipPatient → statePreferences,MM/DD/YYYY after 230pm,0.6771
lsa,InfoGive → Diagnostics || InfoSeek → Drugs,InfoSeek → Drugs,Will I get chemo on MM/DD/YYYY?,InfoGive → Diagnostics,The MRI of thoracic and lumbar spine were ordered on MM/DD/YYYY,0.6726
lsa,InfoGive → Generalinformation || InfoSeek → Drugs,InfoSeek → Drugs,Will I get chemo on MM/DD/YYYY?,InfoGive → Generalinformation,We are closed on weekends and only check the MyChart MM/DD/YYYY-MM/DD/YYYY,0.6654
lsa,PartnershipPatient → connection || PartnershipPatient → signoff,PartnershipPatient → signoff,Thanks much,PartnershipPatient → connection,Much obliged!,0.7915
lsa,InfoGive → Instruction || PartnershipProvider → maintainCommunication,PartnershipProvider → maintainCommunication,The research team will reach out to you with those appointments once that is determined,InfoGive → Instruction,if not reach out to our office!,0.621
lsa,InfoGiveSDOH → HealthCareAccessAndQuality || PartnershipPatient → Appreciation/Gratitude,PartnershipPatient → Appreciation/Gratitude,Thanks for the response,InfoGiveSDOH → HealthCareAccessAndQuality,disapproval for the testing,0.6203
lsa,InfoGiveSDOH → HealthCareAccessAndQuality || Socioemotional/Empathy → AcknowledgeError,Socioemotional/Empathy → AcknowledgeError,My apologies for the confusion,InfoGiveSDOH → HealthCareAccessAndQuality,disapproval for the testing,0.7711
lsa,PartnershipProvider → connection || Socioemotional/Empathy → AcknowledgeError,Socioemotional/Empathy → AcknowledgeError,My apologies for the confusion,PartnershipProvider → connection,Sorry for the delay!,0.6807
lsa,InfoGive → Diagnostics || Socioemotional/Empathy → AcknowledgeError,Socioemotional/Empathy → AcknowledgeError,My apologies for the confusion,InfoGive → Diagnostics,I tested positive for the flu,0.643
lsa,PartnershipPatient → Alignment || Socioemotional/Empathy → PositiveRemarks,PartnershipPatient → Alignment,Sounds good,Socioemotional/Empathy → PositiveRemarks,Sounds like you are in good hands,0.6744
